,stationid,sumax,accx,temperature,humidity,pressure,rain,lightavg,forces,moisture,total_disp,ds,Dates
0,6,0.022831951572575337,0.009611417198611685,0.7280532104750213,0.6656788416763679,0.7255572298870885,0.00016468128807340567,0.01027690617446715,0.0003033103498935854,0.001,0.0,2018-07-05,2018-06-29
1,6,0.022831951572575337,0.027693502584888716,0.7280532104750213,0.6656788416763679,0.7255572298870885,0.00016468128807340567,0.01027690617446715,0.0003033103498935854,0.001,0.0,2018-07-05,2018-06-30
2,6,0.022831951572575337,0.027693502584888716,0.7280532104750213,0.6656788416763679,0.7255572298870885,0.00016468128807340567,0.01027690617446715,0.0003033103498935854,0.001,0.0,2018-07-05,2018-07-01
3,6,0.013028030003947888,0.027693502584888716,0.7642263765657896,0.5895420547147846,0.7149592898288903,0.0,4.9562367245294075e-05,0.004340821204870338,0.02,0.0,2018-07-06,2018-07-02
4,6,0.013028030003947888,0.027693502584888716,0.8412001468224333,0.5919755529685681,0.7138297889849937,0.0,5.493298176225006e-05,0.04173352548467546,0.02,0.0,2018-07-07,2018-07-03
5,6,0.11172522700355311,0.1309676949588602,0.75213166765814,0.5820721769499418,0.537895245741796,0.0003169291998451923,1.8310993920750017e-05,0.03160799811312895,0.01,0.815512442164661,2018-07-08,2018-07-04
6,6,0.013028030003947888,0.1309676949588602,0.7137768383392189,0.5820721769499418,0.5961052403237292,0.0005119625535960798,0.004995572401669962,0.10057089734031971,0.07409099999999999,0.815512442164661,2018-07-09,2018-07-05
7,6,0.013028030003947888,0.1309676949588602,0.746957442589475,0.9466909196740396,0.8871193333130406,0.013905268643207812,8.188127151541787e-05,0.0068971180522696416,0.508302,0.815512442164661,2018-07-10,2018-07-06
8,6,0.013028030003947888,0.1309676949588602,0.7671564966817285,0.9423079161816065,0.8853011847792892,0.0,0.0001268603969823482,0.006246562235105221,0.430791,0.815512442164661,2018-07-11,2018-07-07
9,6,0.013028030003947888,0.1309676949588602,0.7767425671143062,0.9371583236321305,0.8841222833409097,0.0,9.599355453013989e-05,0.010672503778894215,0.337197,0.815512442164661,2018-07-12,2018-07-08
10,6,0.013028030003947888,0.1309676949588602,0.7118588648263232,0.9740087310826543,0.8867236974715296,0.0,0.004426569252179009,0.02699218732467439,0.55562,0.815512442164661,2018-07-13,2018-07-09
11,6,0.013028030003947888,0.1309676949588602,0.7705621020922195,0.8950125145518045,0.8864596917726011,0.0,0.005629570424082619,0.016872001704808987,1.0,0.815512442164661,2018-07-14,2018-07-10
12,6,0.013850506645611266,0.012645324142617898,0.8801089354951671,0.9490202270081489,0.888244548018741,0.0,0.007817269098366659,0.0023073838622584128,0.081,0.7189245783583376,2018-07-19,2018-07-11
13,6,0.014640084221608108,0.015557874808863862,0.7707266444745402,0.9755098952270083,0.8892888915828707,0.0043608238940237515,0.003967518127883982,0.004179272726514136,0.08170400000000001,0.7176276324257371,2018-07-20,2018-07-12
14,6,0.013028030003947888,0.015557874808863862,0.75213166765814,0.9876517753201398,0.8890990592600927,0.0,0.0038258203325276497,0.006784435538996336,0.105929,0.7176276324257371,2018-07-21,2018-07-13
15,6,0.013028030003947888,0.015557874808863862,0.714098750743605,0.989522700814901,0.8897946888946902,0.0003839719151970599,0.003909596791913865,0.006956066968750626,0.108978,0.7176276324257371,2018-07-22,2018-07-14
16,6,0.013028030003947888,0.015557874808863862,0.7474088793819955,0.986156286379511,0.889849059934606,0.0,0.003997125173954442,0.009968309188931816,0.09791,0.7176276324257371,2018-07-23,2018-07-15
17,6,0.013028030003947888,0.015557874808863862,0.7182810805793578,0.989522700814901,0.8913852144753259,0.003757439455856943,0.004152052662418517,0.009903828872781031,0.27852699999999997,0.7176276324257371,2018-07-24,2018-07-16
18,6,0.013028030003947888,0.015557874808863862,0.7695402517076545,0.9864145809080327,0.8880736302876294,5.4853130742437125e-05,0.005200144656851974,0.004679816984633645,0.33844700000000005,0.7176276324257371,2018-07-25,2018-07-17
19,6,0.01381760757994473,0.01252396786485765,0.6135063981672508,0.989522700814901,0.8896731632356234,0.0002194125229697485,0.0,0.005952829108639914,0.240238,0.7188965832920448,2018-07-27,2018-07-18
20,6,0.013028030003947888,0.01252396786485765,0.5928778462667864,0.989522700814901,0.890017490854754,0.009434738487699185,0.0037719365707170583,0.010900302621295536,0.20457699999999998,0.7188965832920448,2018-07-28,2018-07-19
21,6,0.013028030003947888,0.01252396786485765,0.7197459296855551,0.987473079161816,0.8895537828510555,0.0,0.0037719365707170583,0.006081189188977331,0.18528199999999997,0.7188965832920448,2018-07-29,2018-07-20
22,6,0.013028030003947888,0.01252396786485765,0.7262824812991252,0.9689247671711292,0.8882892267547164,0.0,0.0452837325130008,0.008135709066330711,0.167042,0.7188965832920448,2018-07-30,2018-07-21
23,6,0.013028030003947888,0.01252396786485765,0.6940815370789928,0.9810253201396973,0.8873773293529503,0.005896711554811991,0.06181310334724969,0.0076366819921206315,0.191387,0.7188965832920448,2018-07-31,2018-07-22
24,6,0.013028030003947888,0.01252396786485765,0.6997962205880492,0.984079598370198,0.888495251855816,0.005211047420531527,0.11144224712517395,0.0074363188920815075,0.235802,0.7188965832920448,2018-08-01,2018-07-23
25,6,0.013028030003947888,0.01252396786485765,0.7164778648305424,0.9711792782305007,0.8904248216683769,0.0005485313074243712,0.026005608657437927,0.006232559891941105,0.224296,0.7188965832920448,2018-08-02,2018-07-24
26,6,0.013028030003947888,0.01252396786485765,0.7562912147024948,0.9849112339930151,0.8904251585838624,0.0,0.03564712151175566,0.007252044263081966,0.19831,0.7188965832920448,2018-08-03,2018-07-25
