,stationid,sumax,sumay,sumaz,accx,accy,accz,velx,velz,temperature,humidity,pressure,rain,forces,moisture,total_disp,Dates
16,9,0.015330964600605344,0.014617283950617283,0.0278761642398006,0.012443063679684147,0.024092582851130986,0.20445648900933425,0.49921875000000004,0.40733763014377794,0.5871791950924179,0.9894217112922002,0.8987376714140981,0.00954444474918406,0.0,0.340972,0.9062311019832736,2018-07-15
17,9,0.021022502960915915,0.017547325102880658,0.03646858192312738,0.014526346447901751,0.024793968086971763,0.1900030111412222,0.50625,0.38691125433812595,0.6044654271140532,0.989522700814901,0.8996569809994126,0.11903129371108856,0.00012096380877894448,0.47864199999999996,0.8696568807222027,2018-07-16
18,9,0.030464534807211476,0.011325102880658437,0.023743932834841924,0.02247518264119803,0.0179484481851657,0.13857271906052393,0.5200061274509804,0.34949595108246573,0.7240046240628466,0.7487565483119907,0.8965254421253895,2.7426565371218562e-05,0.0,0.69,0.7446736295466063,2018-07-17
19,9,0.013028030003947888,0.012345679012345678,0.016135379771743407,0.02247518264119803,0.0179484481851657,0.13857271906052393,0.49993872549019613,0.4059494298463064,0.7025132794140604,0.8804866123399302,0.8975478887168934,0.23131565234085735,0.0,0.577324,0.7446736295466063,2018-07-18
20,9,0.013028030003947888,0.012345679012345678,0.016135379771743407,0.02247518264119803,0.0179484481851657,0.13857271906052393,0.49993872549019613,0.4059494298463064,0.7162871644284684,0.7840228463329453,0.8984981318893132,0.37047804503442033,0.0,0.23691099999999998,0.7446736295466063,2018-07-19
21,9,0.013028030003947888,0.012345679012345678,0.016135379771743407,0.02247518264119803,0.0179484481851657,0.13857271906052393,0.49993872549019613,0.4059494298463064,0.7890482277941617,0.8530995343422585,0.8821679498055236,0.0,0.0,0.90125,0.7446736295466063,2018-07-20
22,9,0.013028030003947888,0.012345679012345678,0.016135379771743407,0.02247518264119803,0.0179484481851657,0.13857271906052393,0.49993872549019613,0.4059494298463064,0.6214386067057349,0.9731309662398138,0.8838446881047431,0.011574010586654233,0.0,0.8982760000000001,0.7446736295466063,2018-07-21
23,9,0.013028030003947888,0.012345679012345678,0.016135379771743407,0.02247518264119803,0.0179484481851657,0.13857271906052393,0.49993872549019613,0.4059494298463064,0.5366764970192515,0.989522700814901,0.8837500730311473,0.0012067688763336168,0.0,0.9,0.7446736295466063,2018-07-22
24,9,0.013028030003947888,0.012345679012345678,0.016135379771743407,0.02247518264119803,0.0179484481851657,0.13857271906052393,0.49993872549019613,0.4059494298463064,0.5074276118993675,0.989522700814901,0.8834925086768411,0.0,0.0,0.7565000000000001,0.7446736295466063,2018-07-23
25,9,0.013028030003947888,0.012345679012345678,0.016135379771743407,0.02247518264119803,0.0179484481851657,0.13857271906052393,0.49993872549019613,0.4059494298463064,0.4928651891604541,0.989522700814901,0.8864835252282045,0.0,0.0,0.734086,0.7446736295466063,2018-07-24
26,9,0.013028030003947888,0.012345679012345678,0.016135379771743407,0.02247518264119803,0.0179484481851657,0.13857271906052393,0.49993872549019613,0.4059494298463064,0.6563920496496091,0.9150046565774156,0.8887149213131099,0.034310633279394424,0.0,0.573846,0.7446736295466063,2018-07-25
27,9,0.013028030003947888,0.012345679012345678,0.016135379771743407,0.02247518264119803,0.0179484481851657,0.13857271906052393,0.49993872549019613,0.4059494298463064,0.6310634922643985,0.9107532013969734,0.8928553494623146,0.0,0.0,0.0,0.7446736295466063,2018-07-26
28,9,0.013028030003947888,0.012345679012345678,0.016135379771743407,0.02247518264119803,0.0179484481851657,0.13857271906052393,0.49993872549019613,0.4059494298463064,0.5776171731618717,0.989522700814901,0.8918637468392329,0.0,0.0,0.0,0.7446736295466063,2018-07-27
29,9,0.013028030003947888,0.012345679012345678,0.016135379771743407,0.02247518264119803,0.0179484481851657,0.13857271906052393,0.49993872549019613,0.4059494298463064,0.6091531973960113,0.9862889988358557,0.8768142973392499,0.0,0.0,0.0,0.7446736295466063,2018-07-28
30,9,0.013028030003947888,0.012345679012345678,0.016135379771743407,0.02247518264119803,0.0179484481851657,0.13857271906052393,0.49993872549019613,0.4059494298463064,0.6824260297610758,0.98604292782305,0.8821810370187193,0.0,0.0,0.0,0.7446736295466063,2018-07-29
31,9,0.013028030003947888,0.012345679012345678,0.016135379771743407,0.02247518264119803,0.0179484481851657,0.13857271906052393,0.49993872549019613,0.4059494298463064,0.7092822998806014,0.8806116123399302,0.8830856689643256,0.0,0.0,0.0,0.7446736295466063,2018-07-30
32,9,0.013028030003947888,0.012345679012345678,0.016135379771743407,0.02247518264119803,0.0179484481851657,0.13857271906052393,0.49993872549019613,0.4059494298463064,0.635449179608558,0.989522700814901,0.8702520530113146,0.00010970626148487425,0.0,0.9379689999999999,0.7446736295466063,2018-07-31
33,9,0.013028030003947888,0.012345679012345678,0.016135379771743407,0.02247518264119803,0.0179484481851657,0.13857271906052393,0.49993872549019613,0.4059494298463064,0.677615485547694,0.90001338766007,0.8867161376830098,0.00534818024738762,0.0,0.962518,0.7446736295466063,2018-08-01
34,9,0.013028030003947888,0.012345679012345678,0.016135379771743407,0.02247518264119803,0.0179484481851657,0.13857271906052393,0.49993872549019613,0.4059494298463064,0.7531788322553697,0.7834237485448194,0.8901642506000489,0.019006609802254465,0.0,0.9679430000000001,0.7446736295466063,2018-08-02
35,9,0.013028030003947888,0.012345679012345678,0.016135379771743407,0.02247518264119803,0.0179484481851657,0.13857271906052393,0.49993872549019613,0.4059494298463064,0.7453993527999628,0.8216092840512222,0.8920352911964133,0.012671073201502975,0.0,0.969149,0.7446736295466063,2018-08-03
36,9,0.015824450585603368,0.013004115226337449,0.01790633608815427,0.01992670080823281,0.023461336138874276,0.14543812104787715,0.49865196078431384,0.40745661874070405,0.6792710350559654,0.936166036088475,0.8934195422910831,0.004936781766819341,0.0,0.969929,0.7464356402439482,2018-08-04
37,9,0.018620871167258853,0.01366255144032922,0.01967729240456513,0.01992670080823281,0.023461336138874276,0.14543812104787715,0.49993872549019613,0.4059494298463064,0.6751874306496048,0.9552892898719442,0.889415367145906,0.007103480431145608,0.0,0.969856,0.7464356402439482,2018-08-05
38,9,0.013028030003947888,0.012345679012345678,0.016135379771743407,0.01992670080823281,0.023461336138874276,0.14543812104787715,0.49993872549019613,0.4059494298463064,0.6469684120816298,0.9345491850989521,0.8905405800035976,0.0010147829187350868,0.0,0.969407,0.7464356402439482,2018-08-06
39,9,0.013028030003947888,0.012345679012345678,0.016135379771743407,0.01992670080823281,0.023461336138874276,0.14543812104787715,0.49993872549019613,0.4059494298463064,0.67550638972918,0.9747568393480792,0.8932969600615692,0.0028523627986067304,0.0,0.97,0.7464356402439482,2018-08-07
40,9,0.013028030003947888,0.012345679012345678,0.016135379771743407,0.01992670080823281,0.023461336138874276,0.14543812104787715,0.49993872549019613,0.4059494298463064,0.5920209601680864,0.9889992724097787,0.8932975674504506,0.00019198595759852994,0.0,0.97,0.7464356402439482,2018-08-08
41,9,0.013028030003947888,0.012345679012345678,0.016135379771743407,0.01992670080823281,0.023461336138874276,0.14543812104787715,0.49993872549019613,0.4059494298463064,0.610191080115264,0.9829743888242142,0.8933356959985795,0.0002194125229697485,0.0,0.97,0.7464356402439482,2018-08-09
42,9,0.013028030003947888,0.012345679012345678,0.016135379771743407,0.01992670080823281,0.023461336138874276,0.14543812104787715,0.49993872549019613,0.4059494298463064,0.6326933056564609,0.9578018044237485,0.8943288665384023,0.008118263349880694,0.0,0.97,0.7464356402439482,2018-08-10
43,9,0.013028030003947888,0.012345679012345678,0.016135379771743407,0.01992670080823281,0.023461336138874276,0.14543812104787715,0.49993872549019613,0.4059494298463064,0.6562992308698385,0.9791284924330617,0.8930999032943389,0.007624585173198761,0.0,0.97,0.7464356402439482,2018-08-11
44,9,0.013028030003947888,0.012345679012345678,0.016135379771743407,0.01992670080823281,0.023461336138874276,0.14543812104787715,0.49993872549019613,0.4059494298463064,0.7322507288383728,0.8569861757857974,0.8933013535078443,0.01664792518032967,0.0,0.97,0.7464356402439482,2018-08-12
45,9,0.013028030003947888,0.012345679012345678,0.016135379771743407,0.01992670080823281,0.023461336138874276,0.14543812104787715,0.49993872549019613,0.4059494298463064,0.6814552297053846,0.8533518626309663,0.8970031160619056,0.013768135816351718,0.0,0.97,0.7464356402439482,2018-08-13
46,9,0.013028030003947888,0.012345679012345678,0.016135379771743407,0.01992670080823281,0.023461336138874276,0.14543812104787715,0.49993872549019613,0.4059494298463064,0.6521586694849824,0.9171855355064027,0.8976842711260619,0.007158333561888045,0.0,0.97,0.7464356402439482,2018-08-14
47,9,0.013028030003947888,0.012345679012345678,0.016135379771743407,0.01992670080823281,0.023461336138874276,0.14543812104787715,0.49993872549019613,0.4059494298463064,0.6523814345564316,0.9543904249126893,0.8993022766014193,0.006390389731493925,0.0,0.97,0.7464356402439482,2018-08-15
48,9,0.013028030003947888,0.012345679012345678,0.016135379771743407,0.01992670080823281,0.023461336138874276,0.14543812104787715,0.49993872549019613,0.4059494298463064,0.657806270330477,0.9569890861466822,0.9003443208808177,0.0038671457173418172,0.0,0.97,0.7464356402439482,2018-08-16
49,9,0.013028030003947888,0.012345679012345678,0.016135379771743407,0.01992670080823281,0.023461336138874276,0.14543812104787715,0.49993872549019613,0.4059494298463064,0.6485172199931651,0.9606331490104772,0.8987557554808636,0.006006417816296865,0.0,0.97,0.7464356402439482,2018-08-17
50,9,0.013028030003947888,0.012345679012345678,0.016135379771743407,0.01992670080823281,0.023461336138874276,0.14543812104787715,0.49993872549019613,0.4059494298463064,0.6385767505832816,0.8766171420256111,0.8940066529563689,0.011217465236828391,0.0,0.9701420000000001,0.7464356402439482,2018-08-18
51,9,0.013028030003947888,0.012345679012345678,0.016135379771743407,0.01992670080823281,0.023461336138874276,0.14543812104787715,0.49993872549019613,0.4059494298463064,0.5912809413511882,0.9732655704307335,0.893444956585296,0.0026603768410082005,0.0,0.9696089999999999,0.7464356402439482,2018-08-19
52,9,0.013028030003947888,0.012345679012345678,0.016135379771743407,0.01992670080823281,0.023461336138874276,0.14543812104787715,0.49993872549019613,0.4059494298463064,0.6044654271140532,0.8096376600698487,0.8981436851110063,0.01412468116617756,0.0,0.97078,0.7464356402439482,2018-08-20
53,9,0.013028030003947888,0.012345679012345678,0.016135379771743407,0.01992670080823281,0.023461336138874276,0.14543812104787715,0.49993872549019613,0.4059494298463064,0.5830732297982035,0.9131769499417928,0.9008913256213474,0.0012890485724472724,0.0,0.9714790000000001,0.7464356402439482,2018-08-21
54,9,0.013028030003947888,0.012345679012345678,0.016135379771743407,0.01992670080823281,0.023461336138874276,0.14543812104787715,0.49993872549019613,0.4059494298463064,0.6347711806126882,0.7472658614668218,0.898971019698495,0.024656482268725487,0.0,0.972465,0.7464356402439482,2018-08-22
55,9,0.013028030003947888,0.012345679012345678,0.016135379771743407,0.01992670080823281,0.023461336138874276,0.14543812104787715,0.49993872549019613,0.4059494298463064,0.6330839883385859,0.7138524447031434,0.8977059350610972,0.024491922876498175,0.0,0.973287,0.7464356402439482,2018-08-23
56,9,0.022305566521910777,0.01833744855967078,0.010002623638987275,0.0164559112642897,0.026912151499210942,0.06287262872628727,0.49117647058823527,0.315319781854239,0.5757135443694862,0.6980554423748545,0.8975820952047091,0.3132388031046872,0.0,0.908519,0.7272321441372256,2018-08-24
57,9,0.013028030003947888,0.012345679012345678,0.016135379771743407,0.0164559112642897,0.026912151499210942,0.06287262872628727,0.49993872549019613,0.4059494298463064,0.6915585538834111,0.6795692665890571,0.897630540501236,0.9751667687544378,0.0,0.891143,0.7272321441372256,2018-08-25
58,9,0.023818923542571393,0.011720164609053499,0.019250951069132886,0.022879703567065483,0.017920392775732073,0.12526347485697084,0.5096691176470589,0.44704015865146257,0.5039064049177077,0.4595307043073341,0.8991485167365333,1.0,0.0,0.928947,0.7105900432332964,2018-08-26
59,9,0.013028030003947888,0.012345679012345678,0.016135379771743407,0.022879703567065483,0.017920392775732073,0.12526347485697084,0.49993872549019613,0.4059494298463064,0.6517068107889175,0.8316049185098953,0.9026508105557374,0.6865143578069718,0.0,0.8437319999999999,0.7105900432332964,2018-08-27
60,9,0.013028030003947888,0.012345679012345678,0.016135379771743407,0.022879703567065483,0.017920392775732073,0.12526347485697084,0.49993872549019613,0.4059494298463064,0.4063800253985934,0.989522700814901,0.9036785405583198,0.00534818024738762,0.0,0.8330500000000001,0.7105900432332964,2018-08-28
61,9,0.013028030003947888,0.012345679012345678,0.016135379771743407,0.022879703567065483,0.017920392775732073,0.12526347485697084,0.49993872549019613,0.4059494298463064,0.3959075356192068,0.989522700814901,0.9011947152220984,0.0034831738021447573,0.0,0.808723,0.7105900432332964,2018-08-29
62,9,0.013028030003947888,0.012345679012345678,0.016135379771743407,0.022879703567065483,0.017920392775732073,0.12526347485697084,0.49993872549019613,0.4059494298463064,0.3540163107910269,0.989522700814901,0.8984612745442782,0.002742656537121856,0.0,0.781915,0.7105900432332964,2018-08-30
63,9,0.013028030003947888,0.012345679012345678,0.016135379771743407,0.022879703567065483,0.017920392775732073,0.12526347485697084,0.49993872549019613,0.4059494298463064,0.5423852738786857,0.8571012805587894,0.898597632317162,0.8772661199637969,0.0,0.765214,0.7105900432332964,2018-08-31
64,9,0.013028030003947888,0.012345679012345678,0.016135379771743407,0.022879703567065483,0.017920392775732073,0.12526347485697084,0.49993872549019613,0.4059494298463064,0.6415688905202491,0.7340921129220024,0.8981428933994572,0.9751667687544378,0.0,0.744681,0.7105900432332964,2018-09-01
65,9,0.013028030003947888,0.012345679012345678,0.016135379771743407,0.022879703567065483,0.017920392775732073,0.12526347485697084,0.49993872549019613,0.4059494298463064,0.6296581315579631,0.7948007857974388,0.8994292594912712,0.9751667687544378,0.0,0.764101,0.7105900432332964,2018-09-02
66,9,0.013028030003947888,0.012345679012345678,0.016135379771743407,0.022879703567065483,0.017920392775732073,0.12526347485697084,0.49993872549019613,0.4059494298463064,0.5661650233523611,0.8960196449359722,0.9010686068823268,0.6124352047393105,0.0,0.786383,0.7105900432332964,2018-09-03
67,9,0.013028030003947888,0.012345679012345678,0.016135379771743407,0.022879703567065483,0.017920392775732073,0.12526347485697084,0.49993872549019613,0.4059494298463064,0.6026309905029512,0.751737776484284,0.9031337520387341,0.9751667687544378,0.0,0.818333,0.7105900432332964,2018-09-04
68,9,0.013028030003947888,0.012345679012345678,0.016135379771743407,0.022879703567065483,0.017920392775732073,0.12526347485697084,0.49993872549019613,0.4059494298463064,0.60567966551487,0.7358607392316646,0.9010478563911137,0.9751667687544378,0.0,0.79554,0.7105900432332964,2018-09-05
69,9,0.013028030003947888,0.012345679012345678,0.016135379771743407,0.022879703567065483,0.017920392775732073,0.12526347485697084,0.49993872549019613,0.4059494298463064,0.6135713713130904,0.5892956926658905,0.9017291172637492,0.9751667687544378,0.0,0.762086,0.7105900432332964,2018-09-06
70,9,0.013028030003947888,0.012345679012345678,0.016135379771743407,0.022879703567065483,0.017920392775732073,0.12526347485697084,0.49993872549019613,0.4059494298463064,0.6118934609169651,0.40191676367869617,0.9038452882325312,0.9751667687544378,0.0,0.770915,0.7105900432332964,2018-09-07
71,9,0.013028030003947888,0.012345679012345678,0.016135379771743407,0.022879703567065483,0.017920392775732073,0.12526347485697084,0.49993872549019613,0.4059494298463064,0.5908067217672694,0.40954423748544827,0.9025098481897159,0.9751667687544378,0.0,0.760432,0.7105900432332964,2018-09-08
72,9,0.016844321621265958,0.01168724279835391,0.016594516594516592,0.023688745418800512,0.015044713308784851,0.1093044263775971,0.5003472222222223,0.40244587671459264,0.5610781323173896,0.31952051804423753,0.9056842852198863,0.9751667687544378,0.0,0.795106,0.7094676269447185,2018-09-09
73,9,0.013028030003947888,0.012345679012345678,0.016135379771743407,0.023688745418800512,0.015044713308784851,0.1093044263775971,0.49993872549019613,0.4059494298463064,0.561095008459166,0.23374476135040742,0.907913343157511,0.9751667687544378,0.0,0.821888,0.7094676269447185,2018-09-10
74,9,0.013028030003947888,0.012345679012345678,0.016135379771743407,0.023688745418800512,0.015044713308784851,0.1093044263775971,0.49993872549019613,0.4059494298463064,0.5634635749574931,0.22258105355064026,0.9058203990732303,0.9751667687544378,0.0,0.847324,0.7094676269447185,2018-09-11
75,9,0.013028030003947888,0.012345679012345678,0.016135379771743407,0.023688745418800512,0.015044713308784851,0.1093044263775971,0.49993872549019613,0.4059494298463064,0.5425076259065651,0.266409924330617,0.9044759680918875,0.9751667687544378,0.0,0.8711190000000001,0.7094676269447185,2018-09-12
76,9,0.013028030003947888,0.012345679012345678,0.016135379771743407,0.023688745418800512,0.015044713308784851,0.1093044263775971,0.49993872549019613,0.4059494298463064,0.5457529079701798,0.3894388824214202,0.9014488744027279,0.9751667687544378,0.0,0.86993,0.7094676269447185,2018-09-13
77,9,0.013028030003947888,0.012345679012345678,0.016135379771743407,0.023688745418800512,0.015044713308784851,0.1093044263775971,0.49993872549019613,0.4059494298463064,0.5568890520249261,0.28484385913853316,0.9022212257977446,0.9751667687544378,0.0,0.8500709999999999,0.7094676269447185,2018-09-14
78,9,0.013028030003947888,0.012345679012345678,0.016135379771743407,0.023688745418800512,0.015044713308784851,0.1093044263775971,0.49993872549019613,0.4059494298463064,0.5468772809160369,0.22295066938300354,0.9030854520167786,0.9751667687544378,0.0,0.8465689999999999,0.7094676269447185,2018-09-15
79,9,0.013028030003947888,0.012345679012345678,0.016135379771743407,0.023688745418800512,0.015044713308784851,0.1093044263775971,0.49993872549019613,0.4059494298463064,0.41415359820437847,0.5711845168800932,0.9035847443021778,0.9751667687544378,0.0,0.840791,0.7094676269447185,2018-09-16
80,9,0.013028030003947888,0.012345679012345678,0.016135379771743407,0.023688745418800512,0.015044713308784851,0.1093044263775971,0.49993872549019613,0.4059494298463064,0.4445061829964433,0.6185040745052387,0.9054745605861345,0.9751667687544378,0.0,0.843597,0.7094676269447185,2018-09-17
81,9,0.013028030003947888,0.012345679012345678,0.016135379771743407,0.023688745418800512,0.015044713308784851,0.1093044263775971,0.49993872549019613,0.4059494298463064,0.443292366499171,0.594111466821886,0.9048979325723465,0.9751667687544378,0.0,0.857338,0.7094676269447185,2018-09-18
82,9,0.013028030003947888,0.012345679012345678,0.016135379771743407,0.023688745418800512,0.015044713308784851,0.1093044263775971,0.49993872549019613,0.4059494298463064,0.4560511515857244,0.5800081490104773,0.9034997268496362,0.9751667687544378,0.0,0.8712059999999999,0.7094676269447185,2018-09-19
83,9,0.013028030003947888,0.012345679012345678,0.016135379771743407,0.023688745418800512,0.015044713308784851,0.1093044263775971,0.49993872549019613,0.4059494298463064,0.4746490817269355,0.4376734575087311,0.9050858699260362,0.9751667687544378,0.0,0.877483,0.7094676269447185,2018-09-20
84,9,0.013028030003947888,0.012345679012345678,0.016135379771743407,0.023688745418800512,0.015044713308784851,0.1093044263775971,0.49993872549019613,0.4059494298463064,0.49412161791571213,0.2062693538998836,0.9066259584850969,0.9751667687544378,0.0,0.872727,0.7094676269447185,2018-09-21
85,9,0.013028030003947888,0.012345679012345678,0.016135379771743407,0.023688745418800512,0.015044713308784851,0.1093044263775971,0.49993872549019613,0.4059494298463064,0.5126043683892988,0.12157465075669385,0.9051886737894641,0.9751667687544378,0.0,0.8700709999999999,0.7094676269447185,2018-09-22
86,9,0.013028030003947888,0.012345679012345678,0.016135379771743407,0.023688745418800512,0.015044713308784851,0.1093044263775971,0.49993872549019613,0.4059494298463064,0.5073364807337746,0.1694918509895227,0.9044426878531397,0.9751667687544378,0.0,0.871079,0.7094676269447185,2018-09-23
87,9,0.013028030003947888,0.012345679012345678,0.016135379771743407,0.023688745418800512,0.015044713308784851,0.1093044263775971,0.49993872549019613,0.4059494298463064,0.4980588217921618,0.14134516880093131,0.9063540731913231,0.9751667687544378,0.0,0.8675740000000001,0.7094676269447185,2018-09-24
88,9,0.013028030003947888,0.012345679012345678,0.016135379771743407,0.023688745418800512,0.015044713308784851,0.1093044263775971,0.49993872549019613,0.4059494298463064,0.4606617135190553,0.21110360884749715,0.9091449687108758,0.9751667687544378,0.0,0.8678870000000001,0.7094676269447185,2018-09-25
89,9,0.013028030003947888,0.012345679012345678,0.016135379771743407,0.023688745418800512,0.015044713308784851,0.1093044263775971,0.49993872549019613,0.4059494298463064,0.4429367018112319,0.2633876600698487,0.9093585506632674,0.9751667687544378,0.0,0.865857,0.7094676269447185,2018-09-26
90,9,0.013028030003947888,0.012345679012345678,0.016135379771743407,0.023688745418800512,0.015044713308784851,0.1093044263775971,0.49993872549019613,0.4059494298463064,0.4250804781010965,0.20508629220023286,0.9068100062846074,0.9751667687544378,0.0,0.8705759999999999,0.7094676269447185,2018-09-27
91,9,0.013028030003947888,0.012345679012345678,0.016135379771743407,0.023688745418800512,0.015044713308784851,0.1093044263775971,0.49993872549019613,0.4059494298463064,0.4177507478240325,0.13406242724097786,0.907021712231426,0.9751667687544378,0.0,0.871773,0.7094676269447185,2018-09-28
92,9,0.013028030003947888,0.012345679012345678,0.016135379771743407,0.023688745418800512,0.015044713308784851,0.1093044263775971,0.49993872549019613,0.4059494298463064,0.3846313195877159,0.14748748544819557,0.9078082780817265,0.9751667687544378,0.0,0.871203,0.7094676269447185,2018-09-29
93,9,0.013028030003947888,0.012345679012345678,0.016135379771743407,0.023688745418800512,0.015044713308784851,0.1093044263775971,0.49993872549019613,0.4059494298463064,0.4333101286383906,0.1937144935972061,0.9093361112959116,0.9751667687544378,0.0,0.871986,0.7094676269447185,2018-09-30
94,9,0.013028030003947888,0.012345679012345678,0.016135379771743407,0.023688745418800512,0.015044713308784851,0.1093044263775971,0.49993872549019613,0.4059494298463064,0.42912104834592707,0.2663701979045402,0.9115074367731093,0.9751667687544378,0.0,0.8730500000000001,0.7094676269447185,2018-10-01
95,9,0.013028030003947888,0.012345679012345678,0.016135379771743407,0.023688745418800512,0.015044713308784851,0.1093044263775971,0.49993872549019613,0.4059494298463064,0.43273296458963556,0.2937005238649593,0.9117267520233683,0.9751667687544378,0.0,0.873592,0.7094676269447185,2018-10-02
96,9,0.016614028161600212,0.01168724279835391,0.016856880493244127,0.022839251474478777,0.015044713308784851,0.11653116531165311,0.4995098039215687,0.40753594447198804,0.4499698338965745,0.3362617869615832,0.9109609019350251,0.9751667687544378,0.0,0.875324,0.7099245191810803,2018-10-03
97,9,0.013028030003947888,0.012345679012345678,0.016135379771743407,0.022839251474478777,0.015044713308784851,0.11653116531165311,0.49993872549019613,0.4059494298463064,0.45485421123022857,0.4257176949941793,0.909350135900513,0.9751667687544378,0.0,0.880709,0.7099245191810803,2018-10-04
98,9,0.013028030003947888,0.012345679012345678,0.016135379771743407,0.022839251474478777,0.015044713308784851,0.11653116531165311,0.49993872549019613,0.4059494298463064,0.4335944916273241,0.7135580616996506,0.9081257079396248,0.739612188365651,0.0,0.880143,0.7099245191810803,2018-10-05
99,9,0.013028030003947888,0.012345679012345678,0.016135379771743407,0.022839251474478777,0.015044713308784851,0.11653116531165311,0.49993872549019613,0.4059494298463064,0.4606617135190553,0.6724573632130384,0.9102328687912659,0.9272373220701572,0.0,0.8818309999999999,0.7099245191810803,2018-10-06
100,9,0.013028030003947888,0.012345679012345678,0.016135379771743407,0.022839251474478777,0.015044713308784851,0.11653116531165311,0.49993872549019613,0.4059494298463064,0.4258297787959716,0.814797875436554,0.9076663916365747,0.27122130495598035,0.0,0.881064,0.7099245191810803,2018-10-07
