,stationid,sumax,sumaz,countwx,accx,accz,velz,temperature,rain,lightavg,moisture,total_disp,ds,Dates
26,4,0.013093828135280958,0.016036993309720582,0.03333333333333333,0.009854129754132182,0.0939476061427281,0.40634605850272687,0.2132456617768046,0.0,0.0009454753534021827,0.05044800000000001,0.2558268664943415,2018-11-05,2018-07-25
27,4,0.013159626266614028,0.016036993309720582,0.06666666666666667,0.009854129754132182,0.0953026196928636,0.40654437283093703,0.2132456617768046,0.0,0.0005414048194535999,0.050298999999999996,0.25573704973392636,2018-11-06,2018-07-26
28,4,0.013028030003947888,0.016135379771743407,0.0,0.009854129754132182,0.0953026196928636,0.4059494298463064,0.2132456617768046,0.0,0.0004210155277228448,0.050298999999999996,0.25573704973392636,2018-11-07,2018-07-27
29,4,0.013093828135280958,0.016036993309720582,0.03333333333333333,0.009854129754132182,0.0939476061427281,0.40565195835399104,0.2132456617768046,0.0,0.0005892313044752068,0.052164,0.2557594666687925,2018-11-08,2018-07-28
30,4,0.013093828135280958,0.015971402335038697,0.03333333333333333,0.009854129754132182,0.0921409214092141,0.40555280118988596,0.2132456617768046,0.0,0.0007139895993554531,0.050758,0.2557995569343993,2018-11-09,2018-07-29
31,4,0.013093828135280958,0.015971402335038697,0.03333333333333333,0.009854129754132182,0.0921409214092141,0.4059494298463064,0.2132456617768046,0.0,0.0006601589394272321,0.051128,0.2557995569343993,2018-11-10,2018-07-30
32,4,0.013225424397947098,0.01584022038567493,0.06666666666666667,0.00997548603189243,0.0925925925925926,0.40614774417451666,0.2132456617768046,0.0,0.0007511609170145756,0.060522,0.25593771516244096,2018-11-11,2018-07-31
33,4,0.01329122252928017,0.016036993309720582,0.13333333333333333,0.009854129754132182,0.09598012646793135,0.4089241447694596,0.2132456617768046,0.0,0.0009946696696696697,0.057164,0.2542236604888331,2018-11-12,2018-08-01
34,4,0.01414659823661008,0.013708513708513706,0.5666666666666667,0.009854129754132182,0.09272543705829216,0.3938026772434308,0.2132456617768046,0.0,0.0006754577748480188,0.062388000000000006,0.27776028264316055,2018-11-13,2018-08-02
35,4,0.013028030003947888,0.016135379771743407,0.0,0.009854129754132182,0.09272543705829216,0.4059494298463064,0.2132456617768046,0.0,0.0008720793964696403,0.059695,0.27776028264316055,2018-11-14,2018-08-03
36,4,0.013159626266614028,0.016102584284402467,0.06666666666666667,0.009854129754132182,0.0962059620596206,0.4074776167283969,0.2132456617768046,0.0,0.0,0.061304,0.27736149334702254,2018-11-15,2018-08-04
37,4,0.013028030003947888,0.016135379771743407,0.0,0.009854129754132182,0.0962059620596206,0.4059494298463064,0.2132456617768046,0.0,0.0006617904489855709,0.060315,0.27736149334702254,2018-11-16,2018-08-05
38,4,0.013028030003947888,0.016135379771743407,0.0,0.009854129754132182,0.0962059620596206,0.4059494298463064,0.2132456617768046,0.0,0.0017652072804511829,0.061818,0.27736149334702254,2018-11-17,2018-08-06
39,4,0.013488616923279378,0.016069788797061526,0.03333333333333333,0.011310405087255164,0.0948509485094851,0.40565195835399104,0.2132456617768046,0.0,0.004294134988647184,0.054887,0.2778576476335923,2018-11-18,2018-08-07
40,4,0.013028030003947888,0.016135379771743407,0.0,0.011310405087255164,0.0948509485094851,0.4059494298463064,0.2132456617768046,0.0,0.005250199589833736,0.05209,0.2778576476335923,2018-11-19,2018-08-08
41,4,0.013028030003947888,0.016135379771743407,0.0,0.011310405087255164,0.0948509485094851,0.4059494298463064,0.2132456617768046,0.0,0.0002258349813227862,0.062272999999999995,0.2778576476335923,2018-11-20,2018-08-09
42,4,0.013028030003947888,0.016135379771743407,0.0,0.011310405087255164,0.0948509485094851,0.4059494298463064,0.2132456617768046,0.0,0.010249690544202739,0.052358,0.2778576476335923,2018-11-21,2018-08-10
43,4,0.013028030003947888,0.016135379771743407,0.0,0.011310405087255164,0.0948509485094851,0.4059494298463064,0.2132456617768046,0.0,0.00914406906906907,0.053383,0.2778576476335923,2018-11-22,2018-08-11
44,4,0.013028030003947888,0.016135379771743407,0.0,0.011310405087255164,0.0948509485094851,0.4059494298463064,0.2132456617768046,0.0,0.009662191459752436,0.054328,0.2778576476335923,2018-11-23,2018-08-12
45,4,0.013028030003947888,0.016135379771743407,0.0,0.011310405087255164,0.0948509485094851,0.4059494298463064,0.2132456617768046,0.0,0.009231200102541566,0.055746000000000004,0.2778576476335923,2018-11-24,2018-08-13
46,4,0.013028030003947888,0.016135379771743407,0.0,0.011310405087255164,0.0948509485094851,0.4059494298463064,0.2132456617768046,0.0,0.010872200249029518,0.052887,0.2778576476335923,2018-11-25,2018-08-14
47,4,0.015768697899783354,0.015567810624667585,0.021661360189146127,0.011310405087255164,0.0948509485094851,0.4040899062185025,0.16982740467096066,0.0,0.010227645887125941,0.05283917347380043,0.2778576476335923,,2018-08-15
48,4,0.015599371856615947,0.016005772920842556,0.025720795808243546,0.011310405087255164,0.0948509485094851,0.4040899062185025,0.15218234735408076,0.0,0.010480814862362213,0.052212729567969046,0.2778576476335923,,2018-08-16
49,4,0.015401148883466463,0.01626152815869457,0.02565221984575785,0.011310405087255164,0.0948509485094851,0.4040899062185025,0.13453729003720086,0.0,0.01038137479367213,0.051087535195468534,0.2778576476335923,,2018-08-17
50,4,0.015152042189449736,0.016447799787006903,0.024074326681604856,0.011310405087255164,0.0948509485094851,0.4040899062185025,0.11689223272032095,0.0,0.010420433004702372,0.050492957610735856,0.2778576476335923,,2018-08-18
51,4,0.01499545120817889,0.01607165401181842,0.02327487328469973,0.011310405087255164,0.0948509485094851,0.4040899062185025,0.09924717540344105,0.0,0.010405091665250592,0.04969043402550237,0.2778576476335923,,2018-08-19
52,4,0.014840247482588775,0.016072860278350146,0.022552429883683976,0.011310405087255164,0.0948509485094851,0.4040899062185025,0.08160211808656115,0.0,0.010411117458290436,0.04886215695284196,0.2778576476335923,,2018-08-20
53,4,0.014685513739093924,0.01608463809040991,0.02183057119813932,0.011310405087255164,0.0948509485094851,0.4040899062185025,0.06395706076968125,0.0,0.010408750638765117,0.048118258384194416,0.2778576476335923,,2018-08-21
54,4,0.014527834832359114,0.016092489965116422,0.021052724104211055,0.011310405087255164,0.0948509485094851,0.4040899062185025,0.046312003452801336,0.0,0.010409680281490712,0.04732415457395138,0.2778576476335923,,2018-08-22
55,4,0.014370111116979022,0.016092489965116422,0.020271963595096205,0.011310405087255164,0.0948509485094851,0.4040899062185025,0.028666946135921426,0.0,0.010409315135104177,0.046537826160230396,0.2778576476335923,,2018-08-23
56,4,0.014212408824346984,0.016108193714529446,0.019492568630968047,0.011310405087255164,0.0948509485094851,0.4040899062185025,0.011021888819041516,0.0,0.010409458557819086,0.04576217701673619,0.2778576476335923,,2018-08-24
57,4,0.014054800236453382,0.0160792426168705,0.018715759752693108,0.011310405087255164,0.0948509485094851,0.4040899062185025,-0.006623168497838394,0.0,0.010409402224041976,0.04497664269491422,0.2778576476335923,,2018-08-25
58,4,0.013897192648095196,0.016358611358799856,0.017938722765747327,0.011310405087255164,0.0948509485094851,0.4040899062185025,-0.024268225814718304,0.0,0.010409424350902743,0.04419453826259645,0.2778576476335923,,2018-08-26
59,4,0.013739583227859448,0.016258596462250644,0.01716149854250088,0.011310405087255164,0.0948509485094851,0.4040899062185025,-0.041913283131598214,0.0,0.01040941565988303,0.04341322119301266,0.2778576476335923,,2018-08-27
60,4,0.013581970833409264,0.016094235408788387,0.016384155171431776,0.011310405087255164,0.0948509485094851,0.4040899062185025,-0.059558340448478124,0.0,0.010409419073554063,0.042630261225712784,0.2778576476335923,,2018-08-28
61,4,0.013424358434774703,0.016094235408788387,0.015606838684469984,0.011310405087255164,0.0948509485094851,0.4040899062185025,-0.07720339776535803,0.0,0.01040941773272752,0.04184818729011705,0.2778576476335923,,2018-08-29
62,4,0.013266746130687098,0.016094235408788387,0.014829533613451714,0.011310405087255164,0.0948509485094851,0.4040899062185025,-0.09484845508223794,0.0,0.010409418259379268,0.04106602533712087,0.2778576476335923,,2018-08-30
63,4,0.01310913392060304,0.016094235408788387,0.014052232435048193,0.011310405087255164,0.0948509485094851,0.4040899062185025,-0.11249351239911784,0.0,0.010409418052520249,0.04028364083224739,0.2778576476335923,,2018-08-31
64,4,0.012951521709333334,0.016094235408788387,0.013274928976917923,0.011310405087255164,0.0948509485094851,0.4040899062185025,-0.13013856971599774,0.0,0.010409418133770628,0.03950143864562306,0.2778576476335923,,2018-09-01
65,4,0.012793909493917933,0.016094235408788387,0.012497624937458438,0.011310405087255164,0.0948509485094851,0.4040899062185025,-0.14778362703287765,0.0,0.01040941810185699,0.03871918138722871,0.2778576476335923,,2018-09-02
66,4,0.01263629727554956,0.016094235408788387,0.011720320829560607,0.011310405087255164,0.0948509485094851,0.4040899062185025,-0.16542868434975755,0.0,0.010409418114392074,0.03793690393568025,0.2778576476335923,,2018-09-03
67,4,0.012478685057274565,0.016094235408788387,0.010943016867907978,0.011310405087255164,0.0948509485094851,0.4040899062185025,-0.18307374166663745,0.0,0.010409418109468526,0.037154658093456444,0.2778576476335923,,2018-09-04
68,4,0.012321072839166907,0.016094235408788387,0.010165712926128069,0.011310405087255164,0.0948509485094851,0.4040899062185025,-0.20071879898351735,0.0,0.010409418111402405,0.036372396818109366,0.2778576476335923,,2018-09-05
69,4,0.01216346062115126,0.016094235408788387,0.009388408980100887,0.011310405087255164,0.0948509485094851,0.4040899062185025,-0.21836385630039726,0.0,0.010409418110642813,0.03559013611817713,0.2778576476335923,,2018-09-06
70,4,0.012005848403130449,0.016094235408788387,0.008611105025936644,0.011310405087255164,0.0948509485094851,0.4040899062185025,-0.23600891361727716,0.0,0.010409418110941166,0.034807879958070685,0.2778576476335923,,2018-09-07
71,4,0.01184823618510322,0.016094235408788387,0.007833801071587864,0.011310405087255164,0.0948509485094851,0.4040899062185025,-0.2536539709341571,0.0,0.010409418110823979,0.03402562046926171,0.2778576476335923,,2018-09-08
72,4,0.011690623967073155,0.016094235408788387,0.007056497117799953,0.011310405087255164,0.0948509485094851,0.4040899062185025,-0.271299028251037,0.0,0.010409418110870008,0.03324336183344349,0.2778576476335923,,2018-09-09
73,4,0.011533011749043335,0.016094235408788387,0.006279193164394518,0.011310405087255164,0.0948509485094851,0.4040899062185025,-0.28894408556791695,0.0,0.010409418110851928,0.03246110367192942,0.2778576476335923,,2018-09-10
74,4,0.011375399531013753,0.016094235408788387,0.005501889210942622,0.011310405087255164,0.0948509485094851,0.4040899062185025,-0.3065891428847969,0.0,0.01040941811085903,0.03167884490893581,0.2778576476335923,,2018-09-11
75,4,0.011217787312984258,0.016094235408788387,0.004724585257449822,0.011310405087255164,0.0948509485094851,0.4040899062185025,-0.3242342002016768,0.0,0.010409418110856241,0.030896586410794832,0.2778576476335923,,2018-09-12
76,4,0.011060175094954753,0.016094235408788387,0.003947281303942395,0.011310405087255164,0.0948509485094851,0.4040899062185025,-0.34187925751855675,0.0,0.010409418110857337,0.030114327921665265,0.2778576476335923,,2018-09-13
77,4,0.010902562876925238,0.016094235408788387,0.0031699773504402923,0.011310405087255164,0.0948509485094851,0.4040899062185025,-0.3595243148354367,0.0,0.010409418110856907,0.02933206934154447,0.2778576476335923,,2018-09-14
78,4,0.01074495065889572,0.016094235408788387,0.002392673396940454,0.011310405087255164,0.0948509485094851,0.4040899062185025,-0.3771693721523166,0.0,0.010409418110857075,0.028549810821566556,0.2778576476335923,,2018-09-15
79,4,0.010587338440866205,0.016094235408788387,0.0016153694434409686,0.011310405087255164,0.0948509485094851,0.4040899062185025,-0.39481442946919654,0.0,0.01040941811085701,0.027767552289045778,0.2778576476335923,,2018-09-16
80,4,0.010429726222836689,0.016094235408788387,0.0008380654899410827,0.011310405087255164,0.0948509485094851,0.4040899062185025,-0.41245948678607647,0.0,0.010409418110857035,0.026985293745968073,0.2778576476335923,,2018-09-17
81,4,0.010272114004807173,0.016094235408788387,6.0761536441098787e-05,0.011310405087255164,0.0948509485094851,0.4040899062185025,-0.4301045441029564,0.0,0.010409418110857025,0.026203035214216328,0.2778576476335923,,2018-09-18
82,4,0.010114501786777657,0.016094235408788387,-0.000716542417058879,0.011310405087255164,0.0948509485094851,0.4040899062185025,-0.44774960141983633,0.0,0.010409418110857029,0.02542077667799757,0.2778576476335923,,2018-09-19
83,4,0.00995688956874814,0.016094235408788387,-0.0014938463705588324,0.011310405087255164,0.0948509485094851,0.4040899062185025,-0.46539465873671626,0.0,0.010409418110857027,0.024638518141248796,0.2778576476335923,,2018-09-20
84,4,0.009799277350718625,0.016094235408788387,-0.002271150324058783,0.011310405087255164,0.0948509485094851,0.4040899062185025,-0.4830397160535962,0.0,0.010409418110857027,0.02385625960629653,0.2778576476335923,,2018-09-21
85,4,0.009641665132689109,0.016094235408788387,-0.003048454277558735,0.011310405087255164,0.0948509485094851,0.4040899062185025,-0.5006847733704761,0.0,0.010409418110857027,0.02307400107026949,0.2778576476335923,,2018-09-22
86,4,0.009484052914659593,0.016094235408788387,-0.0038257582310586885,0.011310405087255164,0.0948509485094851,0.4040899062185025,-0.518329830687356,0.0,0.010409418110857027,0.022291742534412046,0.2778576476335923,,2018-09-23
87,4,0.009326440696630077,0.016094235408788387,-0.0046030621845586425,0.011310405087255164,0.0948509485094851,0.4040899062185025,-0.535974888004236,0.0,0.010409418110857027,0.02150948399878104,0.2778576476335923,,2018-09-24
88,4,0.00916882847860056,0.016094235408788387,-0.005380366138058596,0.011310405087255164,0.0948509485094851,0.4040899062185025,-0.5536199453211159,0.0,0.010409418110857027,0.02072722546293892,0.2778576476335923,,2018-09-25
89,4,0.009011216260571045,0.016094235408788387,-0.0061576700915585494,0.011310405087255164,0.0948509485094851,0.4040899062185025,-0.5712650026379958,0.0,0.010409418110857027,0.01994496692717057,0.2778576476335923,,2018-09-26
90,4,0.008853604042541529,0.016094235408788387,-0.006934974045058503,0.011310405087255164,0.0948509485094851,0.4040899062185025,-0.5889100599548758,0.0,0.010409418110857027,0.01916270839141868,0.2778576476335923,,2018-09-27
91,4,0.008695991824512013,0.016094235408788387,-0.007712277998558456,0.011310405087255164,0.0948509485094851,0.4040899062185025,-0.6065551172717557,0.0,0.010409418110857027,0.018380449855631784,0.2778576476335923,,2018-09-28
92,4,0.008538379606482497,0.016094235408788387,-0.008489581952058409,0.011310405087255164,0.0948509485094851,0.4040899062185025,-0.6242001745886356,0.0,0.010409418110857027,0.01759819131986387,0.2778576476335923,,2018-09-29
93,4,0.00838076738845298,0.016094235408788387,-0.009266885905558362,0.011310405087255164,0.0948509485094851,0.4040899062185025,-0.6418452319055156,0.0,0.010409418110857027,0.01681593278409401,0.2778576476335923,,2018-09-30
94,4,0.008223155170423465,0.016094235408788387,-0.010044189859058314,0.011310405087255164,0.0948509485094851,0.4040899062185025,-0.6594902892223955,0.0,0.010409418110857027,0.016033674248319425,0.2778576476335923,,2018-10-01
95,4,0.008065542952393949,0.016094235408788387,-0.010821493812558267,0.011310405087255164,0.0948509485094851,0.4040899062185025,-0.6771353465392754,0.0,0.010409418110857027,0.015251415712548736,0.2778576476335923,,2018-10-02
96,4,0.007907930734364433,0.016094235408788387,-0.01159879776605822,0.011310405087255164,0.0948509485094851,0.4040899062185025,-0.6947804038561554,0.0,0.010409418110857027,0.014469157176776859,0.2778576476335923,,2018-10-03
97,4,0.007750318516334917,0.016094235408788387,-0.012376101719558172,0.011310405087255164,0.0948509485094851,0.4040899062185025,-0.7124254611730353,0.0,0.010409418110857027,0.013686898641004556,0.2778576476335923,,2018-10-04
98,4,0.007592706298305401,0.016094235408788387,-0.013153405673058125,0.011310405087255164,0.0948509485094851,0.4040899062185025,-0.7300705184899152,0.0,0.010409418110857027,0.012904640105232927,0.2778576476335923,,2018-10-05
99,4,0.007435094080275885,0.016094235408788387,-0.013930709626558077,0.011310405087255164,0.0948509485094851,0.4040899062185025,-0.7477155758067952,0.0,0.010409418110857027,0.012122381569460968,0.2778576476335923,,2018-10-06
100,4,0.007277481862246369,0.016094235408788387,-0.01470801358005803,0.011310405087255164,0.0948509485094851,0.4040899062185025,-0.7653606331236751,0.0,0.010409418110857027,0.011340123033689023,0.2778576476335923,,2018-10-07
101,4,0.007119869644216853,0.016094235408788387,-0.015485317533557983,0.011310405087255164,0.0948509485094851,0.4040899062185025,-0.783005690440555,0.0,0.010409418110857027,0.010557864497917175,0.2778576476335923,,2018-10-08
102,4,0.006962257426187337,0.016094235408788387,-0.016262621487057937,0.011310405087255164,0.0948509485094851,0.4040899062185025,-0.8006507477574349,0.0,0.010409418110857027,0.009775605962145256,0.2778576476335923,,2018-10-09
103,4,0.006804645208157821,0.016094235408788387,-0.01703992544055789,0.011310405087255164,0.0948509485094851,0.4040899062185025,-0.8182958050743149,0.0,0.010409418110857027,0.008993347426373356,0.2778576476335923,,2018-10-10
104,4,0.006647032990128305,0.016094235408788387,-0.017817229394057842,0.011310405087255164,0.0948509485094851,0.4040899062185025,-0.8359408623911948,0.0,0.010409418110857027,0.008211088890601464,0.2778576476335923,,2018-10-11
105,4,0.006489420772098789,0.016094235408788387,-0.018594533347557795,0.011310405087255164,0.0948509485094851,0.4040899062185025,-0.8535859197080747,0.0,0.010409418110857027,0.00742883035482956,0.2778576476335923,,2018-10-12
106,4,0.006331808554069273,0.016094235408788387,-0.019371837301057748,0.011310405087255164,0.0948509485094851,0.4040899062185025,-0.8712309770249547,0.0,0.010409418110857027,0.006646571819057662,0.2778576476335923,,2018-10-13
107,4,0.006174196336039757,0.016094235408788387,-0.0201491412545577,0.011310405087255164,0.0948509485094851,0.4040899062185025,-0.8888760343418346,0.0,0.010409418110857027,0.005864313283285764,0.2778576476335923,,2018-10-14
108,4,0.006016584118010241,0.016094235408788387,-0.020926445208057653,0.011310405087255164,0.0948509485094851,0.4040899062185025,-0.9065210916587145,0.0,0.010409418110857027,0.005082054747513864,0.2778576476335923,,2018-10-15
109,4,0.005858971899980725,0.016094235408788387,-0.021703749161557605,0.011310405087255164,0.0948509485094851,0.4040899062185025,-0.9241661489755945,0.0,0.010409418110857027,0.004299796211741965,0.2778576476335923,,2018-10-16
110,4,0.005701359681951209,0.016094235408788387,-0.022481053115057558,0.011310405087255164,0.0948509485094851,0.4040899062185025,-0.9418112062924744,0.0,0.010409418110857027,0.0035175376759700653,0.2778576476335923,,2018-10-17
111,4,0.005543747463921693,0.016094235408788387,-0.02325835706855751,0.011310405087255164,0.0948509485094851,0.4040899062185025,-0.9594562636093543,0.0,0.010409418110857027,0.002735279140198166,0.2778576476335923,,2018-10-18
112,4,0.005386135245892177,0.016094235408788387,-0.024035661022057463,0.011310405087255164,0.0948509485094851,0.4040899062185025,-0.9771013209262343,0.0,0.010409418110857027,0.0019530206044262668,0.2778576476335923,,2018-10-19
113,4,0.005228523027862661,0.016094235408788387,-0.024812964975557416,0.011310405087255164,0.0948509485094851,0.4040899062185025,-0.9947463782431142,0.0,0.010409418110857027,0.0011707620686543679,0.2778576476335923,,2018-10-20
114,4,0.005070910809833145,0.016094235408788387,-0.02559026892905737,0.011310405087255164,0.0948509485094851,0.4040899062185025,-1.0123914355599941,0.0,0.010409418110857027,0.0003885035328824685,0.2778576476335923,,2018-10-21
115,4,0.004913298591803629,0.016094235408788387,-0.02636757288255732,0.011310405087255164,0.0948509485094851,0.4040899062185025,-1.030036492876874,0.0,0.010409418110857027,-0.0003937550028894308,0.2778576476335923,,2018-10-22
116,4,0.004755686373774113,0.016094235408788387,-0.027144876836057274,0.011310405087255164,0.0948509485094851,0.4040899062185025,-1.0476815501937538,0.0,0.010409418110857027,-0.0011760135386613302,0.2778576476335923,,2018-10-23
117,4,0.004598074155744597,0.016094235408788387,-0.027922180789557226,0.011310405087255164,0.0948509485094851,0.4040899062185025,-1.0653266075106336,0.0,0.010409418110857027,-0.0019582720744332296,0.2778576476335923,,2018-10-24
118,4,0.004440461937715081,0.016094235408788387,-0.02869948474305718,0.011310405087255164,0.0948509485094851,0.4040899062185025,-1.0829716648275134,0.0,0.010409418110857027,-0.002740530610205129,0.2778576476335923,,2018-10-25
119,4,0.004282849719685565,0.016094235408788387,-0.02947678869655713,0.011310405087255164,0.0948509485094851,0.4040899062185025,-1.1006167221443932,0.0,0.010409418110857027,-0.0035227891459770283,0.2778576476335923,,2018-10-26
120,4,0.004125237501656049,0.016094235408788387,-0.030254092650057084,0.011310405087255164,0.0948509485094851,0.4040899062185025,-1.118261779461273,0.0,0.010409418110857027,-0.0043050476817489275,0.2778576476335923,,2018-10-27
121,4,0.003967625283626533,0.016094235408788387,-0.031031396603557037,0.011310405087255164,0.0948509485094851,0.4040899062185025,-1.1359068367781529,0.0,0.010409418110857027,-0.005087306217520827,0.2778576476335923,,2018-10-28
122,4,0.003810013065597016,0.016094235408788387,-0.03180870055705699,0.011310405087255164,0.0948509485094851,0.4040899062185025,-1.1535518940950327,0.0,0.010409418110857027,-0.005869564753292726,0.2778576476335923,,2018-10-29
123,4,0.0036524008475674998,0.016094235408788387,-0.032586004510556946,0.011310405087255164,0.0948509485094851,0.4040899062185025,-1.1711969514119125,0.0,0.010409418110857027,-0.006651823289064625,0.2778576476335923,,2018-10-30
124,4,0.0034947886295379833,0.016094235408788387,-0.0333633084640569,0.011310405087255164,0.0948509485094851,0.4040899062185025,-1.1888420087287923,0.0,0.010409418110857027,-0.007434081824836524,0.2778576476335923,,2018-10-31
125,4,0.003337176411508467,0.016094235408788387,-0.03414061241755685,0.011310405087255164,0.0948509485094851,0.4040899062185025,-1.2064870660456721,0.0,0.010409418110857027,-0.008216340360608424,0.2778576476335923,,2018-11-01
126,4,0.0031795641934789505,0.016094235408788387,-0.034917916371056804,0.011310405087255164,0.0948509485094851,0.4040899062185025,-1.224132123362552,0.0,0.010409418110857027,-0.008998598896380324,0.2778576476335923,,2018-11-02
127,4,0.003021951975449434,0.016094235408788387,-0.035695220324556756,0.011310405087255164,0.0948509485094851,0.4040899062185025,-1.2417771806794318,0.0,0.010409418110857027,-0.009780857432152224,0.2778576476335923,,2018-11-03
128,4,0.0028643397574199176,0.016094235408788387,-0.03647252427805671,0.011310405087255164,0.0948509485094851,0.4040899062185025,-1.2594222379963116,0.0,0.010409418110857027,-0.010563115967924124,0.2778576476335923,,2018-11-04
